Content type,ID,Name,Aka,Social identifiers,Authors (IDs),Authors (names),Discipline,Base texts (IDs),Base texts (names),Highest Year,Lowest Year
Person,114182,Ādivarāhācārya,,Śrīvaiṣṇava,,,,,,,
Work,114948,Ādiyogasamādhi,,,,,Buddhism (general),,,,
Work,114366,Aduḥkhanavamīkathā,,,,,Hinduism (general),,,,
Work,114368,Aduḥkhanavamīvratakathā,,,,,Hinduism (general),,,,
Work,95157,Advaita Unmai,,,87449,Kumāra Deva,,,,,
Work,93189,Advaitabahiṣkāra,,,86403,Raṅgarāja,Advaita Vedānta,,,,
Work,96491,Advaitabhrāntiprakāśa,,,86869,Satyadhyāna Tīrtha,Dvaita Vedānta,,,1911,1911
Work,90992,Advaitabhuṣaṇa,,,85908,Bodhendrayati,Advaita Vedānta,,,,
Work,89193,Advaitabindu(prakaraṇa),,,85358,Jñānaśrīmitra,Yogācāra / Vijñānavāda,,,,
Work,93155,Advaitabodha,,,86391,Ghanaśyāma,Advaita Vedānta,,,,
Work,94388,Advaitabodhadīpikā,,,86868,Hariharānanda Sarasvatī,Advaita Vedānta,,,,
Work,95303,Advaitabodhadīpikā,,,87578,Nṛsiṃha Bhaṭṭa,Advaita Vedānta,,,,
Work,92108,Advaitabrahmasiddhi,,,86145,Sadānanda Yati,Advaita Vedānta,,,,
Work,95805,Advaitabrahmasudhā,,,88012,Yogīndra Śāntāśrama Śiṣya,,,,,
Work,93810,Advaitabrahmasudhākārikā and autocommentary,,,86609,Govindānanda Sarasvatī,Advaita Vedānta,,,,
Work,94063,Advaitabrahmatattvaprakāśikā,,,86698,Iṃguva Vīrarāghava Yajvan,Advaita Vedānta,,,,
Work,95252,Advaitabrahmavidyāpaddhati,,,87527,Nandīśvar Gopālāśrama,Advaita Vedānta,,,,
Work,91924,Advaitacandrikā,,,86118,Ananta Bhaṭṭa,Advaita Vedānta,,,,
Work,94020,Advaitacandrikā,,,86673,Sudarśanācārya Pañjabi,,,,,
Work,94841,Advaitacandrikā,,,87189,Cidānanda,Advaita Vedānta,,,,
Work,96754,Advaitacandrikā,"Gurucandrikā, Gauḍabrahmānāndī",,86264,Gauḍa Brahmānanda Sarasvatī,Advaita Vedānta,91131,Advaitasiddhi,,
Work,91398,Advaitacandrikā on Appayya Dīkṣita's Siddhāntaleśasaṃgraha,,,85994,Yajñanārāyaṇa,,91263,Siddhāntaleśasaṃgraha,,
Work,95265,Advaitacandrikā on Nṛsiṃhāśrama's Bhedadhikkāra,,,87540,Narasiṃha Bhaṭṭa,,90972,Bhedadhikkāra,,
Work,90739,Advaitacintāmaṇi,,,40305,Balabhadramiśra,Advaita Vedānta,,,,
Work,91500,Advaitacintāmaṇi,,,86030,Raṅgoji Bhaṭṭa,Advaita Vedānta,,,,
Work,91516,Advaitacintāmaṇi,,,86035,Kumārabhāva Svāmin,Advaita Vedānta,,,,
Work,93652,Advaitacintāmaṇi,Vedāntanyāyasaṃgraha,,86559,Sundareśa,Advaita Vedānta,,,,
Work,95543,Advaitacintāmaṇi,,,87783,Śrīdeva,Advaita Vedānta,,,,
Work,94851,Advaitacūḍāmaṇi,,,87197,Cidghanānandaguruśiṣya,Advaita Vedānta,,,,
Work,41258,Advaitadarpaṇa,,,40307,Godāvaramiśra,"Advaita Vedānta, Vedānta (general)",,,,
Work,94796,Advaitadarpaṇa and Bhāvaprakāśikā thereon,,,87146,Bhajūrāma,,,,,
Work,93474,Advaitādhikaraṇacintāmaṇimālā and Prakāśa thereon,,,86487,Ācārya Rāya Modaka,Advaita Vedānta,90299,Pañcadaśī,,
Work,91021,Advaitadhikkāra,,,44704,Vijayīndratīrtha,Dvaita Vedānta,,,,
Work,94450,Advaitadīpa,,,86902,N.S.Anantakṛṣṇa Śāstrin,Advaita Vedānta,,,,
Work,90968,Advaitadīpikā,,,85902,Nṛsiṃhāśrama,Advaita Vedānta,,,,
Work,93926,Advaitadīpikā,,,86633,Kāmākṣin,Advaita Vedānta,,,,
Work,95755,Advaitadīpikānukramaṇikā,,,87973,Vīrarāghava,Advaita Vedānta,,,,
Work,94230,Advaitadīpikāvatāgama,,,86797,Veṅkaṭa Ramanācārya,Dvaita Vedānta,,,,
Work,94219,Advaitadīpikāvimarśa,,,86791,Rāghavendra Rāyapāla,Advaita Vedānta,,,,
Work,93492,Advaitāditya,,,86489,Govindarakṣas,Advaita Vedānta,,,,
Work,95486,Advaitāgamahṛdaya on Śaṃkara's Pañcīkaraṇa,,,87733,Śāntyānanda Sarasvatī,,88671,Pañcīkaraṇa,,
Work,93475,Advaitajalajāta,,,"86487, 86490","Ācārya Rāya Modaka, Pāṇḍuraṅga",Advaita Vedānta,,,,
Work,91836,Advaitajñānasarvasva,,,86111,Mukunda Muni,Advaita Vedānta,,,,
Work,92235,Advaitakālānala,Advaitamatāṭavīkālānala,,86184,Nārāyaṇācārya,Dvaita Vedānta,,,,
Work,94059,Advaitakālāryaśatī and Saubhāgyalaharī thereon,,,86695,Nīlakaṇṭha Yāmin,Advaita Vedānta,,,,
Work,93089,Advaitakāmadhenu,,,86368,Umāmaheśvara,Advaita Vedānta,,,,
Work,91346,Advaitakaustubha,,,85980,Bhaṭṭoji Dīkṣita,Advaita Vedānta,,,,
Work,91485,Advaitakaustubha,,,86024,Ratnakheṭa Śrīnivāsa Dīkṣita,Advaita Vedānta,,,,
Work,90238,Advaitakhaṇḍana,,,85620,Nārāyaṇa Paṇḍitācārya,Dvaita Vedānta,,,,
Work,91845,Advaitakhaṇḍana,,,86113,Rāghavendra Tīrtha,Dvaita Vedānta,,,,
Work,95567,Advaitakhaṇḍana,,,87806,Śrīnivāsa Kavi,Viśiṣṭādvaita Vedānta,,,,
Work,94116,Advaitakhaṇḍanamaṇḍana,,,86729,Vanikaṇṭha Śarman,Advaita Vedānta,,,,
Work,94276,Advaitakhaṇḍanapūrvacandrikāmaṇḍana,,,86820,Rāma Subrahmaṇya,Advaita Vedānta,,,,
Work,90567,Advaitamakaranda,,,85721,Lakṣmīdhara,Advaita Vedānta,,,,
Work,95107,Advaitamakaranda,,,87405,Khaḍgeśvara Kavi,,,,,
Work,95355,Advaitamakarandaṭīkā,,,87619,Pūrṇānanda Tīrtha,,90567,Advaitamakaranda,,
Work,95196,Advaitamaṅgala,,,87476,Madhusūdana Vācaspati,Advaita Vedānta,,,,
Work,95330,Advaitamañjarī,,,87595,Paramānandayogīndraśiṣya,,,,,
Work,92935,Advaitamañjarī on Bādarāyaṇa's Brahmasūtras,,,86316,Jñānendra Muni,,88037,Brahmasūtra,,
Work,93933,Advaitamārtaṇḍa,,,86637,Brahmānanda Tīrtha,Advaita Vedānta,,,,
Work,94451,Advaitamārtaṇḍa,,,86902,N.S.Anantakṛṣṇa Śāstrin,Advaita Vedānta,,,,
Work,94171,Advaitamatakhaṇḍanopanyāsa,,,86767,G.T.Śrīnivāsācārya,Advaita Vedānta,,,,
Work,94316,Advaitāmoda,,,86837,Vāsudeva Śāstrin Abhyaṅkar,Advaita Vedānta,,,,
Work,91287,Advaitāmṛta,,,85964,Brahmendra Sarasvatī,Advaita Vedānta,,,,
Work,93827,Advaitāmṛta,,,86621,Rāma,Advaita Vedānta,,,,
Work,97021,Advaitāmṛta,,,85803,Jagannātha Sarasvatī,Advaita Vedānta,,,,
Work,93476,Advaitāmṛtamañjarī and Vyākhyā thereon,,,86487,Ācārya Rāya Modaka,Advaita Vedānta,,,,
Work,93574,Advaitāmṛtasāgara,AdvaitāmṛtaSāra,,86513,Ādinārāyaṇa Śāstrin,Advaita Vedānta,,,,
Work,94502,Advaitāmṛtasāra,,,86925,D.L.Śarma Purkayastha,,,,,
Work,90713,Advaitāmṛtavyākhyā,Advaitāmṛta and Taraṅgiṇī thereon,,85803,Jagannātha Sarasvatī,Advaita Vedānta,,,,
Work,95186,Advaitamuktāsāra and Kānti thereon,,,87466,Lokanātha,Advaita Vedānta,,,,
Work,114374,Advaitānanda,Brahmānanda Advaitānanda,,85636,Vidyāraṇya,Advaita Vedānta,100797,Brahmānanda,,
Person,86395,Advaitānanda Tīrtha,Rāmānanda Tīrtha,,,,,,,1762,1762
Work,93828,Advaitanavanīta,,,86621,Rāma,Advaita Vedānta,,,,
Work,93949,Advaitanavanīta,,,86644,Kṛṣṇāvadhūta Paṇḍita,Dvaita Vedānta,,,,
Work,93477,Advaitanirṇaya,,,86487,Ācārya Rāya Modaka,Advaita Vedānta,,,,
Work,92087,Advaitanirṇayasaṃgraha,,,86144,Rāmānanda Tīrtha,Advaita Vedānta,,,,
Work,93825,Advaitānubhava on Śaṃkara's Dakṣiṇāmūrtistora,,,86621,Rāma,,88644,Dakṣiṇāmūrtistotra,,
Work,95586,Advaitānubhavollāsa,,,87824,Subrabhamaṇyendra,Advaita Vedānta,,,,
Work,88627,Advaitānubhūti,,,85218,Śaṃkara,Advaita Vedānta,,,,
Work,93978,Advaitānubhūti,,,86652,Govinda Parivrājaka Paramahaṃsa,Advaita Vedānta,,,,
Work,95062,Advaitānubhūtyaṣṭaka,,,87365,Jīvanmukta Bhikṣu,Advaita Vedānta,,,,
Work,93181,Advaitānusaṃdhāna,,,86401,Abhinava Sītarāma Brahmendra,Advaita Vedānta,,,,
Work,92886,Advaitānusaṃdhāna on Śaṃkara's Pañcīkaraṇa,,,86300,Sadāśiva Brahmendra,,88671,Pañcīkaraṇa,,
Work,93829,Advaitanyāyamatakhaṇḍana,,,86621,Rāma,Advaita Vedānta,,,,
Work,93726,Advaitapadyabhāṣya,,,86579,Somanātha Vyāsa,Advaita Vedānta,,,,
Work,94060,Advaitapañcaka,,,86695,Nīlakaṇṭha Yāmin,Advaita Vedānta,,,,
Work,88628,Advaitapañcaratna,(Anubhava)Pañcaratna,,85218,Śaṃkara,,,,,
Work,93053,Advaitapañcaratna,,,86351,Narasiṃha Muni,Advaita Vedānta,,,,
Work,94202,Advaitapanjara,,,86781,Kunhan Pillai Cattanpi Svamikel,Advaita Vedānta,,,,
Work,94058,Advaitapārijāta with Śivapañcarātra,Śivāmṛta thereon,,86695,Nīlakaṇṭha Yāmin,Advaita Vedānta,,,,
Work,95099,Advaitapariśiṣṭa,,,87397,Keśava,Advaita Vedānta,,,,
Work,90033,Advaitaprakāśa,,,85583,Durgāprasāda Yati,Advaita Vedānta,,,,
Work,95201,Advaitaprakāśa,,,87481,Mahādeva,Advaita Vedānta,,,,
Work,95698,Advaitaprakāśa,,,87921,Vāsudeva Jñāna,Advaita Vedānta,,,,
Work,96851,Advaitaprakāśaḥ,,,,,Vedānta (general),,,,
Work,92098,Advaitaprakāśikā,Svalpādvaitaprakāśa,,86144,Rāmānanda Tīrtha,Advaita Vedānta,42214,Bhagavadgītā,,
Work,93727,Advaitaprakāśikā,,,86579,Somanātha Vyāsa,Advaita Vedānta,,,,
Work,92090,Advaitarahasya,,,86144,Rāmānanda Tīrtha,Advaita Vedānta,,,,
Work,92869,Advaitarasamanjari,,,86300,Sadāśiva Brahmendra,,,,,
Work,93178,Advaitarasamañjarī with Parimala thereon,,,86399,Nalla Dīkṣita,Advaita Vedānta,,,,
Work,90677,Advaitaratna,Abhedaratna,,85785,Mallaṇārādhya,Advaita Vedānta,,,,
Work,91925,Advaitaratnākara,,,86118,Ananta Bhaṭṭa,Advaita Vedānta,,,,
Work,93999,Advaitaratnākara and Ratnabhānu thereon,,,86658,Amaradāsa,Advaita Vedānta,,,,
Work,95277,Advaitaratnākara on Bādarāyaṇa's Brahmasūtras,,,87552,Nārāyaṇānanda,,88037,Brahmasūtra,,
Work,92051,Advaitaratnakośapālinī,,,86132,Rāmakṛṣṇa Adhvarīndra,,90981,Tattvaviveka,,
Work,96876,Advaitaratnakośaṭīkā,Tattvavivecanī,,86022,Agnihotra Bhaṭṭa,Vedānta (general),90981,Tattvaviveka,,
Work,93577,Advaitaratnaprakāśa,,,86514,Amareśvara Śāstrin,Advaita Vedānta,,,,
Work,91129,Advaitaratnarakṣaṇa,,,85928,Madhusūdana Sarasvatī,Advaita Vedānta,,,,
Work,89628,Advaitasādhana,,,85464,Vedottama Bhaṭṭāraka,Advaita Vedānta,,,,
Work,90937,Advaitasaṃgraha on Śaṃkara's Brahmasūtrabhāṣya,,,85880,Brahmānanda Tīrtha,,88641,Brahmasūtrabhāṣya,,
Work,93963,Advaitasāmrājya,,,86646,Kṛṣṇānanda Sarasvatī,Advaita Vedānta,,,,
Work,92074,Advaitasāra,,,86138,Kṛṣṇambhaṭṭa Hosiṅga,Advaita Vedānta,,,,
Work,93944,Advaitasāra,,,86640,Sundaramūrti,Advaita Vedānta,,,,
Work,91501,Advaitaśāstrasāroddhāra,,,86030,Raṅgoji Bhaṭṭa,Advaita Vedānta,,,,
Work,93022,Advaitaśāstravicāra,,,86339,Hariyaśomiśra,Advaita Vedānta,,,,
Work,89534,Advaitaśataka,,,85439,Gaṅgādhara,Advaita Vedānta,,,,
Work,94019,Advaitasiddhānta,,,86672,Hemacandra,Advaita Vedānta,,,,
Work,95395,Advaitasiddhānta(guru)candrikā and Amṛtarasajharjharī thereon,,,87648,Rāmabrahmendra Sarasvatī,Advaita Vedānta,,,,
Work,91379,Advaitasiddhāntasārasaṃgraha,,,85990,Nārāyaṇāśrama,,,,,
Work,93456,Advaitasiddhāntavaijayantī,,,86486,Tryambaka,Advaita Vedānta,,,,
Work,92633,Advaitasiddhāntavidyotana,,,86264,Gauḍa Brahmānanda Sarasvatī,Advaita Vedānta,,,,
Work,89069,Advaitasiddhi,,,85327,Helārāja,,,,,
Work,91131,Advaitasiddhi,,,85928,Madhusūdana Sarasvatī,Advaita Vedānta,,,,
Work,91426,Advaitasiddhi,,,85999,Lakṣmaṇārya,,,,,
Work,95461,Advaitasiddhi,,,87708,Sahajānanda Tīrtha,Advaita Vedānta,,,,
Work,114377,Advaitasiddhiṭīkā,,,86264,Gauḍa Brahmānanda Sarasvatī,Advaita Vedānta,,,,
Work,94621,Advaitasiddhyāviṣkāra,,,86998,Kevalānanda Sarasvatī,,,,,
Work,91022,Advaitaśikṣā,,,44704,Vijayīndratīrtha,Dvaita Vedānta,,,,
Work,95414,Advaitaśrutibhedanirāsa,,,87665,Rāmānanda,Advaita Vedānta,,,,
Work,91487,Advaitaśrutisāra,,,86025,Dattātreya Digambarānucāra,Advaita Vedānta,,,,
Work,94142,Advaitastavavyākhyā,,,86746,Raghunātha Sūri,Advaita Vedānta,,,,
Work,41499,Ādvaitasudhā,,,,,,41500,Raghuvaṃśa,,
Work,92304,Advaitasudhā,,,86191,Lakṣmaṇa Paṇḍita,Advaita Vedānta,,,,
Work,92758,Advaitasudhā,,,86287,Nārāyaṇa Sarasvatī,Advaita Vedānta,,,,
Work,94993,Advaitasudhā,,,87304,Govindāśrama,Advaita Vedānta,,,,
Work,95137,Advaitasudhābindu,,,87430,Kṛṣṇa Rāma Śarman,Advaita Vedānta,,,,
Work,95339,Advaitasudhānidhi,,,87603,Pattisappu Veṅkaṭeśvara,Advaita Vedānta,,,,
Work,95066,Advaitasudhāsāra,,,87369,Jñānānanda,Advaita Vedānta,,,,
Work,93950,Advaitasūtrārthapaddhati on Bādarāyaṇa's Brahmasūtras,,,86644,Kṛṣṇāvadhūta Paṇḍita,,88037,Brahmasūtra,,
Work,95428,Advaitataraṅgiṇī,,,87679,Rāmeśvara Śāstrin,,,,,
Work,94292,Advaitataraṇī,,,86824,Naṭeśārya,Advaita Vedānta,,,,
Work,92868,Advaitatārāvalī,,,86300,Sadāśiva Brahmendra,,90567,Advaitamakaranda,,
Work,95298,Advaitatattvadīpa,,,87573,Nityānanda,Advaita Vedānta,,,,
Work,94674,Advaitatattvamīmāṃsā,,,87040,Abheda Nanda Bhaṭṭācārya,,,,,
Work,94453,Advaitatattvasudhā,,,86902,N.S.Anantakṛṣṇa Śāstrin,Advaita Vedānta,,,,
Work,94544,Advaitatattvasudhāsamīkṣā,,,86947,Vidyāmanya Tīrtha,,,,,
Work,93541,Advaitatulādīpa,,,86504,Timmana,Dvaita Vedānta,,,,
Work,90970,Advaitavāda,,,85902,Nṛsiṃhāśrama,Advaita Vedānta,,,,
Work,93860,Advaita(vāda)khaṇḍana,,,86627,Rākhaladāsa Nyāyaratna Bhaṭṭācārya,Nyāya,,,,
Work,93861,Advaitavādakhaṇḍanapariśiṣṭa,,,86627,Rākhaladāsa Nyāyaratna Bhaṭṭācārya,Nyāya,,,,
Work,95259,Advaitavaidikasiddhāntasaṃgraha,,,87534,Narasiṃha,Advaita Vedānta,,,,
Work,93457,Advaitavākyārtha,,,86486,Tryambaka,Advaita Vedānta,,,,
Work,94454,Advaitavedāntabindu,,,86902,N.S.Anantakṛṣṇa Śāstrin,Advaita Vedānta,,,,
Work,90741,Advaitavidyāmukura,,,85818,Raṅgarāja Dīkṣita,Advaita Vedānta,,,,
Work,91615,Advaitavidyātilaka,,,86060,Samarapuṅgavāda Dīkṣita,Advaita Vedānta,,,,
Work,92998,Advaitavidyāvicāra,,,86329,Veṅkatācārya,Viśiṣṭādvaita Vedānta,,,,
Work,91321,Advaitavidyāvijaya,,,85975,Mahācārya,Viśiṣṭādvaita Vedānta,,,,
Work,93478,Advaitavidyāvinoda,,,86487,Ācārya Rāya Modaka,Advaita Vedānta,,,,
Work,93830,Advaitavijaya,,,86621,Rāma,Advaita Vedānta,,,,
Work,93215,Advaitaviveka,,,96829,Āśādharakavi,Advaita Vedānta,,,,
Work,90378,Advaitavivekapadayojanā,,,85655,Rāmakṛṣṇa,Advaita Vedānta,,,,
Person,86771,Advaitendra Sarasvatī,Rāmacandra Dhoṇḍadeva Holāpa,Sarasvatī,,,,,,1920,1920
Work,95383,Advaiteśvaravāda,,,87636,Raghunātha,Nyāya,,,,
Person,85602,Advayagiri,,,,,,,,1310,1310
Person,87064,Advayānanda,,,,,,,,,
Person,85597,Advayāraṇya,,,,,,,,1300,1300
Person,85918,Advayāraṇya Yogin,,,,,,,,1565,1565
Work,116284,Advayaśatikā prajñāpāramitā,,,,,Buddhism (general),,,,
Work,89120,Advayasiddhi,,,85336,Śrīdhara,,,,,
Person,102767,Advayāśrama,Advayānubhava,,,,,,,,
Work,95918,Advayatārakopaniṣad,,,,,,,,,
Person,87065,Advayavajra,,,,,,,,,
Work,114378,Ādyabhāgavataślokaṭīkārambhaḥ,,,,,Hinduism (general),,,,
Work,112165,Ādyādilakṣmīhṛdayastotra,,,,,Hinduism (general),,,,
Person,87066,Ādyanātha,,,,,,,,,
Work,97678,Adyātmavidyopadeśavidhi,,,85218,Śaṃkara,Advaita Vedānta,,,,
Work,93390,Āgamāmṛta on Taittirīya Upaniṣad,,,86457,Sītārāmaśāstrin,,96149,Taittirīyopaniṣad,,
Work,95165,Āgamaneri Ahaval,,,87449,Kumāra Deva,,,,,
Work,114394,Āgamapradhānamāṇḍūkākhya prakaraṇa,Māṇḍūkyopaniṣatkārikā,,85194,Gauḍapāda,Advaita Vedānta,96056,Muṇḍakopaniṣad,,
Work,89142,Āgamaprāmāṇya,,,85349,Yāmuna,Viśiṣṭādvaita Vedānta,,,,
Work,92562,Āgamaprarūpaṇasvādhyāya,,,86233,Mānavijaya,,,,,
Work,92931,Āgamasāroddhāra,,,86313,Devacandra Yatipati,Jainism (general),,,,
Work,93539,Āgamasāroddhāra,,,86502,Devacandra,Jainism (general),,,,
Work,97438,Āgamaśāstravivaraṇa,,,85218,Śaṃkara,"Advaita Vedānta, Vedānta (general)",,,,
Work,114395,Āgamaśāstravivaraṇa Prakaraṇa 1,,,,,Advaita Vedānta,,,,
Work,88880,Āgamasiddhikārikā and commentary,,,85255,Śaṃkaranandana,,,,,
Work,89311,Āgamāṣṭottarī,,,85384,Abhayadeva Sūri,Jainism (general),,,,
Work,89408,Āgamikavastuvicārasāraprakaraṇa,Sadaśati,,85402,Jinavallabha Sūri,Jainism (general),,,,
Work,104463,Agaruvarṇana,,,,,Vaidyaśāstra,,,,
Work,114396,Agastipurāṇa rāmanavamī vrata,,,,,Hinduism (general),,,,
Work,41693,Agastya,Agastisaṃhitā,,,,"Dharmaśāstra, Purāṇa",,,,
Person,87067,Agastya,,,,,,,,,
Person,112290,Agastya,,Muni,,,,,,,
Work,111693,Agastyārghavidhi,,,,,Hinduism (general),,,,
Work,104465,Agastyavarṇana,,,,,Vaidyaśāstra,,,,
Person,113995,Aggavaṃsa,Agravaṃśa,,,,,,,1154,1154
Work,41704,Aghadīpikā,,,,,,,,,
Work,41705,Aghanirṇaya,,,40726,Veṅkaṭeśa,,,,,
Work,41706,Aghanirṇaya,,,40727,Vīrarāghava,,,,,
Work,41710,Aghapañcaṣaṣṭḥi,,,40730,Mathurānātha,,,,,
Work,41708,Aghapañcavivecana,,,40730,Mathurānātha,,,,,
Work,41714,Aghapradīpa,,,,,,,,,
Work,41715,Aghapradīpikā,,,,,,,,,
Work,41713,Aghaprakāśikā,,,,,,,,,
Work,41722,Aghasaṃgraha,,,,,,,,,
Work,41723,Aghasaṃgrahadīpikā,,,,,,,,,
Work,41721,Aghasaṃśayatimirādityasūtra,,,,,,,,,
Work,41720,Aghaśataka,,,,,,,,,
Work,41716,Aghavāḍava,Dānasāra,,40234,Viśveśvara,,,,,
Work,41717,Aghavimocana,,,,,,,,,
Work,41719,Aghavivecana,,,40738,Rāmacandra,,,,,
Work,41718,Aghaviveka,,,40736,Nīlakaṇṭḥadīkṣita,,,,,
Person,86715,Aghorānanda,,,,,,,,1910,1910
Person,85472,Aghoraśivācārya,,,,,,,,1157,1157
Person,86022,Agnihotra Bhaṭṭa,"Agnihotra Sūri, Agnihotra Yajvan","Bhaṭṭa, Sūri",,,,,,1605,1605
Person,98777,Agnihotra Sūri,,Sūri,,,,,,,
Work,114397,Agnihotrahoma,,,,,Hinduism (general),,,,
Work,114412,Agnihotrahomaprāyaścita,,,40334,Raghunātha,"Veda, Hinduism (general)",,,,
Work,114415,Agnihotrahomaprayoga,"Āśvalāyanānāmagnihotrapravāsavidhi, Agnayaṇādhānarāyaścittāni, Anuddharaṇaprāyaścita, Agnihotrahomaprātyaścittāni, Agnihotradarśapūrṇamāsa, Prasaṅgād darśapūrṇamāsa",,114414,Rudradeva,Hinduism (general),,,,
Work,41700,Agnihotrakarman,,,,,,,,,
Work,41702,Agnihotramantrārthacandrikā,,,86309,Vaidyanātha Tatsat,Dharmaśāstra,,,1683,1683
Work,112245,Agnihotravidhi,,,,,Hinduism (general),,,,
Work,41703,Agnihotridāhavidhi,,,,,,,,,
Work,41694,Agnikārya,,,,,,,,,
Work,41695,Agnikāryapaddhati,,,,,,,,,
Person,41034,Agnikumāra,,,,,,,,,
Work,41985,Agnimāndyacikitsā,,,,,Vaidyaśāstra,,,,
Work,41696,Agninirṇaya,,,40720,Kamalākara,,,,,
Work,104086,Agniniścaya,,,,,Vaidyaśāstra,,,1615,1615
Work,113065,Agnipurāṇa,,,40974,Vyāsadeva,Purāṇa,,,,
Work,95919,Agnirahasyopaniṣad,,,,,,,,,
Work,41698,Agnisandhānavacana,,,,,,,,,
Work,41699,Agnisthāpana,,,,,,,,,
Work,114400,Agnisthāpanavidhi,,,,,Hinduism (general),,,,
Work,106338,Agnisthāpanavidhi,,,,,Jyotiḥśāstra,,,,
Work,114401,Agniṣṭoma brāhmaṇācchaṃsī prayoga,,,,,Veda,,,,
Work,114405,Agniṣṭoma prayoga,,,,,Veda,,,,
Work,114402,Agniṣṭomādisaptasaṁsthā,,,,,Veda,,,,
Work,114404,Agniṣṭomamaitrāvaruṇaprayoga,,,,,"Veda, Dharmaśāstra",,,,
Work,41676,Agniṣṭomaprayoga,,,85963,Govinda Śeṣa,,,,,
Work,114406,Agniṣṭome brāhmaṇāchaṃsī prayoga,,,,,"Veda, Dharmaśāstra",,,,
Work,114408,Agnisūkta,,,,,Veda,,,,
Work,107361,Agnivāsaphala,,,,,Jyotiḥśāstra,,,,
Person,40969,Agniveśa,,,,,,,,,
Person,44728,Agniveśa,,,,,,,,,
Work,114398,Agnivikṛtiśāṃtiprayogaḥ,,,,,Hinduism (general),,,,
Work,114409,Agnivisarjanamantra,,,,,Veda,,,,
Person,113050,Agradās,,,,,,,,,
Work,88467,Agrapradīpadhāraṇīvidyārāasūtra,,,,,,,,546,546
Work,114411,Āgrayaṇaman̄jūṣā,Āgrayaṇanirṇaya,,114410,Govinda Daivajña Garuḍa,Veda,,,,
Work,95770,Ahamarthaviveka,,,87983,Viśvakeśavācārya,Advaita Vedānta,,,,
Work,97099,Āhāra,,,,,,,,,
Work,42142,Āhāraṇīṭīkāvyākhyā,,,40906,Śrībhāṣyaśrīnivāsāryasuta,Vaidyaśāstra,,,,
Work,41911,Āhāravarjyāvarjyapadārthāḥ,,,,,Vaidyaśāstra,,,,
Work,114772,Ahibalacakra,,,,,Tantra,,,,
Work,114416,Āhnikācāratattva,Smṛtitattva,,109998,Raghunandana,"Dharmaśāstra, Hinduism (general)",,,,
Work,114504,Āhnikakaumudī,,,86348,Gopāla Deśika,Dharmaśāstra,,,,
Work,114738,Āhnikaprakaraṇa,,,114736,Lakṣmaṇa Bhaṭṭa,Dharmaśāstra,,,,
Work,114418,Āhnikaprakāśa,,,40416,Bhāskara,Dharmaśāstra,,,,
Work,114419,Āhnikaprayoga,,,110225,Kamalākara,Dharmaśāstra,,,,
Work,114506,Āhnikaprayoga,Madhyāhnasandhyāprayoga,,114505,Rāmalocana Bhaṭṭa Śarman,,,,,
Work,93400,Āhnikavyākhyā,,,86459,Pādukāsevaka Rāmānuja Yati,,,,,
Person,85919,Ahobala Sūri,,Sūri,,,,,,1565,1565
Person,85956,Ahomatha,,,,,,,,1585,1585
Work,113388,Ahorātra Jajña kriyā,Ahorātra yajña kriyā,,,,,,,,
Work,114942,Ahorātravratacaityasēvānuśaṃsāvadāna,,,,,Buddhism (general),,,,
Work,104480,Aijheruvarṇana,,,,,Vaidyaśāstra,,,,
Work,113068,Aitareya Āraṇyaka,,,112790,Mahidāsa,"Veda, Other discipline",,,,
Work,112791,Aitareya Brāhmaṇa,,,112790,Mahidāsa,Veda,,,,
Work,114426,Aitareyabhāṣya,,,,,Advaita Vedānta,112791,Aitareya Brāhmaṇa,,
Work,114427,Aitareyabhāṣyaṭīkā,,,86287,Nārāyaṇa Sarasvatī,Advaita Vedānta,114426,Aitareyabhāṣya,,
Work,114428,Aitareyabrāhmaṇa  Pañcikā,Prathama pañcikā,,,,Hinduism (general),,,,
Work,95920,Aitareyopaniṣad,"Aitareya Upaniṣad, Aitareya Upanishad, Aitareyaṃ",,,,,,,,
Work,97547,Aitihyatattvarāddhanta,,,,,"Bhedābheda / Dvaitādvaita Vedānta, Vedānta (general)",,,,
Work,88742,Aitihyatattvarādhāna,,,85230,Nimbarka,,,,,
Person,99397,Aiyamperumāḷ Civanta Kavirācar,"Aiyamperumāḷ Civanta Kavirācaṉ, Ayyamperumāḷ civanta kavirācar, Ayyamperumāḷ civanta kavirācaṉ, Ayyamperumāṭcivantakavirācar, Ayyamperumāṭcivantakavirācaṉ, Aiyam perumāḷ Civanta Kavirācaṉ",,,,,,,1550,1550
Person,96503,Ājaḍa,"Ajaḍa, Āsaḍa",Jaina,,,,,,1300,1250
Work,114431,Ajaghaṭadhanvīkārya,,,,,Jyotiḥśāstra,,,,
Person,98551,Ajāmiḻoccārita,,,,,,,,,
Work,104482,Ajamodāvarṇana,,,,,Vaidyaśāstra,,,,
Work,115316,Ajanyakalidharaṇī,,,,,Buddhism (general),,,,
Work,114433,Ajapāgāyatrīmantra,,,,,Hinduism (general),,,,
Work,111613,Ajapāgāyatrīstotra,,,,,Hinduism (general),,,,
Work,114724,Ajapāstotra,,,,,Advaita Vedānta,,,,
Work,88054,Ajātaśatrukaukṛtyavinodana,,,,,,,,125,125
Person,85528,Ajaya,,,,,,,,1222,1222
Work,104467,Ajayapālavarṇana,,,,,Vaidyaśāstra,,,,
