Collection,Text Name,Alternative Text Names,Author Name,Alternative Author Names,File Size (kb),Link 1 (main),Link 2 (underlying),Link 3 (extract),Work ID,Author ID
GRETIL,Śiva-Purāṇa,,,,230.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/sivap1_u.htm,,,...,—
GRETIL,Bhikṣukarmavākya,,,,24.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa068_u.htm,,,...,—
GRETIL,Mātṛkābhedatantra,,,,70,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mabhedtu.htm,,,...,—
GRETIL,Mahāsudarśanāvadāna,,,,28.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/msudarsu.htm,,,...,—
GRETIL,Paraśurāma-Kalpasūtra,,,,68.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/parakspu.htm,,,...,—
GRETIL,Pratisarākalpadhāraṇī,,,,3.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/psarkdhu.htm,,,...,—
GRETIL,Vaikhānasamantrapraśna,,,,352.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/vaimp__u.htm,,,...,—
GRETIL,Sukhāvatyamṛtavyūha,Sukhāvatī(amṛta)vyūhasūtra aka the Smaller Sukhāvatīvyūha,,,13.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu032_u.htm,,,88073,—
GRETIL,Sukhāvatyamṛtavyūha,Sukhāvatī(amṛta)vyūhasūtra aka the Smaller Sukhāvatīvyūha,,,13.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sukhvysu.htm,,,88073,—
GRETIL,Āgamaśāstra 1: Āgamaprakaraṇa,,,,42.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_1u.htm,,,88543,"—, 85189"
GRETIL,Āryabuddhabalādhānaprātihāryavikurvāṇanirdeśanāma Mahāyānasūtra,,,,13.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu008_u.htm,,,88541,—
GRETIL,Daśavidhahetunirūpaṇa,,Vedānta Deśika,"Vedāntadeśika, Veṅkaṭanātha",235.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/sdahen_u.htm,,,...,85613
GRETIL,Garuḍa-Purāṇa,,,,1043.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup1_u.htm,,,95988,—
GRETIL,Poṣadhasthāpanavastu,,,,16.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv14_u.htm,,,...,—
GRETIL,Śatagāthā,,,,14.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa060_u.htm,,,...,40885
GRETIL,Mahāmantrānusāriṇī,,,,10.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mahama_u.htm,,,...,—
GRETIL,Prātimokṣasūtra,,,,77.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu046_u.htm,,,...,—
GRETIL,Prātimokṣasūtra,,,,62.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosu_u.htm,,,...,—
GRETIL,Prātimokṣasūtra,,,,72.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosubu.htm,,,...,—
GRETIL,Prātimokṣasūtra,,,,19.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosufu.htm,,,...,—
GRETIL,Prātimokṣasūtra,,,,78.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosulu.htm,,,...,—
GRETIL,Karmavastu,,,,19.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv10_u.htm,,,...,—
GRETIL,Kātyāyanasmṛti,Kātyāyanasmṛtisāroddhāra,,,125.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/katy2p_u.htm,,,...,—
GRETIL,"Liṅga-Purāṇa 2,1–55",,,,310.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/lip_2__u.htm,,,112836,—
GRETIL,Mahāsannipātaratnaketudhāraṇīsūtra,"Ratnaketuparivarta, Ratnaketudhāraṇīsūtra",,,164.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu024_u.htm,,,88275,—
GRETIL,Mahāsannipātaratnaketudhāraṇīsūtra,"Ratnaketuparivarta, Ratnaketudhāraṇīsūtra",,,196.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ratnakeu.htm,,,88275,—
GRETIL,Mahāpratisarāvidyādhāraṇī,,,,13.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mprsvdhu.htm,,,...,—
GRETIL,Maitrāyaṇī-Saṃhitā,,,,1036.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/maitrs_pu.htm,,,...,—
GRETIL,Mañjuśrīmūlakalpa,Āryamañjuśrī Mūlakalpa,,,1330.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu041_u.htm,,,...,—
GRETIL,Mārīcīnāmadhāraṇī,,,,3.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/maricdhu.htm,,,...,—
GRETIL,Yamasmṛti,,,,9.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/ys-78_pu.htm,,,...,—
GRETIL,Yamasmṛti,,,,18.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/yssoutpu.htm,,,...,—
GRETIL,Matsya-Purāṇa,,,,1155.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/mtp176pu.htm,,,...,—
GRETIL,Nāradasmṛti,,,,126.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/narads_u.htm,,,...,—
GRETIL,Nāradasmṛti,,,,121.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/nars2_pu.htm,,,...,—
GRETIL,Pañcaviṃśabrāhmaṇa,,,,428.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/pncvbr1u.htm,,,...,—
GRETIL,Dantyoṣṭhyavidhi,,,,2.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_paris/dantyovu.htm,,,...,—
GRETIL,Muktācarita,,Raghunāthadāsa Gosvāmī,,150.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/muktacau.htm,,,...,85896
GRETIL,Saṃyuktāgama,,,,27.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/samyu_wu.htm,,,...,—
GRETIL,Ajitasenavyākaraṇa,,,,39.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu006_u.htm,,,...,—
GRETIL,Ajitasenavyākaraṇa,,,,40.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ajitsvyu.htm,,,...,—
GRETIL,Sarvatathāgatādhiṣṭhānavyūhasūtra,,,,50.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu037_u.htm,,,...,—
GRETIL,Suvarṇavarṇāvadāna,,,,173.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/suvrnavu.htm,,,...,—
GRETIL,Viśvantarāvadāna,,,,26.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/visvantu.htm,,,...,—
GRETIL,Bower Manuscript,,,,194,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/bowermsu.htm,,,...,—
GRETIL,Āgamaśāstra 2: Vaitathyaprakaraṇa,,,,26.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_2u.htm,,,88543,"—, 85189"
GRETIL,Atharvaprāyaścittāni,,,,90.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_paris/avpray_u.htm,,,...,—
GRETIL,Tārābhaṭṭārikānāmāṣṭottaraśatakastotra,,,,6.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tarb108u.htm,,,...,—
GRETIL,Pauṣkara-Saṃhitā,,,,466.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/ps27-43u.htm,,,...,—
GRETIL,Khasarpaṇasādhana,,,,4.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/khasrpsu.htm,,,...,—
GRETIL,Svalpākṣarā prajñāpāramitā,,,,5.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu050_u.htm,,,...,—
GRETIL,Sarvajñatākāradhāraṇī,Karuṇāpuṇḍarīka(sūtra),,,465.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu018_u.htm,,,88273,—
GRETIL,Sarvajñatākāradhāraṇī,Karuṇāpuṇḍarīka(sūtra),,,18.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sjdh_u.htm,,,...,—
GRETIL,Śiva-Purāṇa 7,Vāyavīya-Saṃhitā,,,639.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/sivap7_u.htm,,,...,—
GRETIL,Vajravidāraṇī-dhāraṇī,,,,3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vajvidhu.htm,,,...,—
GRETIL,Āgamaśāstra 4: Alātaśāntiprakaraṇa,,,,60.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_4u.htm,,,88543,"—, 85189"
GRETIL,Vaikhānasa Dharmasūtra 1–3,Vaikhānasa Smārtasūtra 8-10,,,54.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/sutra/vaikhd_u.htm,,,...,—
GRETIL,Tārāsragdharāstotra,,,,10.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/tarasdhu.htm,,,...,—
GRETIL,Kādambarīsvīkaraṇasūtramañjarī,,Purūravas,,20,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/6_kama/purukadu.htm,,,...,...
GRETIL,Bhramaharanāmahevajrasādhana,,Ratnākaraśānti,,17.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/rabhramu.htm,,,...,85363
GRETIL,Kaṭhinavastu,,,,31.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv08_u.htm,,,...,—
GRETIL,Mekhalā-dhāraṇī,,,,6.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mekhdh_u.htm,,,...,—
GRETIL,Mṛgendrāgama,Mṛgendratantra: 1. Vidyāpāda,,,58.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt1mpu.htm,,,...,—
GRETIL,Mṛgendrāgama,Mṛgendratantra: 3. Caryāpāda,,,17,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt3mpu.htm,,,...,—
GRETIL,Mṛgendrāgama,Mṛgendratantra: 4. Yogapāda,,,8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt4mpu.htm,,,...,—
GRETIL,Vāmana-Purāṇa,,,,623.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vamp__u.htm,,,...,—
GRETIL,Vāmana-Purāṇa,,,,160.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vampsm_u.htm,,,...,—
GRETIL,Poṣadhavastu,,,,76.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv02_u.htm,,,...,—
GRETIL,Pravrajyāvastu,,,,109.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv01_u.htm,,,...,—
GRETIL,Upasaṃpadājñapti,,,,38.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/upsmpjnu.htm,,,...,—
GRETIL,Varṣāvastu,,,,42.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv04_u.htm,,,...,—
GRETIL,Abhisamayālaṅkāravṛttiḥ sphuṭārthā,,,,164.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa031_u.htm,,,88917,85269
GRETIL,Carmavastu,,,,73.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv05_u.htm,,,...,—
GRETIL,Mañjuśrīnāmasaṃgīti,,,,33,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manjn1pu.htm,,,...,—
GRETIL,Mañjuśrīnāmasaṃgīti,,,,22,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/manjnspu.htm,,,...,—
GRETIL,Rāmodanta,,,,28.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ramodtpu.htm,,,...,—
GRETIL,Śarīrārthagāthā,,,,12.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/asycsaru.htm,,,88238,85125
GRETIL,Tikanikayātrā,,Varāhamihira,,17,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/tikaniku.htm,,,...,108559
GRETIL,Udānavarga,,,,134.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/udanav_u.htm,,,...,—
GRETIL,Haṃsadūta,,Rūpa Gosvāmī,,30.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ruphamdu.htm,,,...,85857
GRETIL,Buddhist Yoga Manual,,,,115.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/byogalbu.htm,,,...,—
GRETIL,Patna Dharmapada,,,,94.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhppat_u.htm,,,...,—
GRETIL,Garuḍa-Purāṇa 2,,,,393.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup2_u.htm,,,95988,—
GRETIL,Garuḍa-Purāṇa 3,,,,303.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup3_u.htm,,,95988,—
GRETIL,Harivaṃśa (appendix),,,,1806.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/hv_apppu.htm,,,112278,—
GRETIL,Jñānāmṛtasāra-Saṃhitā,Nārada-Pañcarātra,,,137.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/jnass01u.htm,,,...,—
GRETIL,Mahāśītavatī vidyārājñī,,,,6.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/msitvatu.htm,,,...,—
GRETIL,Mahāsāhasrapramardanī,,,,75.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mspram_u.htm,,,...,—
GRETIL,Mīmāṃsāślokavārttikakāśikā,,Sucaritamiśra,,1299.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/mimsvtku.htm,,,89500,85423
GRETIL,Pudgalavastu,,,,41.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv12_u.htm,,,...,—
GRETIL,Dhvajāgrakeyurā-dhāraṇī,,,,4.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhvajkdu.htm,,,...,—
GRETIL,Dhvajāgrakeyurā-dhāraṇī,,,,1.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhvajkeu.htm,,,...,—
GRETIL,Devīgītā,Devībhāgavata-Purāṇa,,,72.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/dbhp_dgu.htm,,,113877,—
GRETIL,Tantrākhyāyika 1,,,,39.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/ttrkhy1u.htm,,,...,—
GRETIL,Tantrākhyāyika 2,,,,28.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/4_narr/ttrkhy2u.htm,,,...,—
GRETIL,Mattavilāsaprahasana,,Mahendravarman I,,38.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/mmatvipu.htm,,,...,...
GRETIL,Mahādaṇḍadhāraṇīśītavatī,,,,5.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/madadh_u.htm,,,...,—
GRETIL,Pāṃśupradāna-avadāna,,,,11.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/pamsuavu.htm,,,...,—
GRETIL,Cīvaravastu,,,,215.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv07_u.htm,,,...,—
GRETIL,Abhisamācārikadharma,,,,299.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/abhisdhu.htm,,,...,—
GRETIL,Śrīmahādevīvyākaraṇa,"Śrīmahādevīvyākaraṇasūtra, Dvādaśadaṇḍakanāmāṣṭaśatavimalīkaraṇā",,,10,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu007_u.htm,,,...,—
GRETIL,Gaṇapatihṛdaya-Dhāraṇī,,,,2.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ganphrdu.htm,,,...,—
GRETIL,Saṃghāṭa Sūtra,,,,168.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu045_u.htm,,,88386,—
GRETIL,Mṛtyuvañcanasitatārāsādhana,,,,1.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mrtvstsu.htm,,,...,—
GRETIL,Śayanāsanavastu,,,,114.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv15_u.htm,,,...,—
GRETIL,Ahorātravratacaityasevānuśaṃsāvadāna,,,,50.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ahovcs_u.htm,,,...,—
GRETIL,Āṅgirasasmṛti,,,,169.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/angirspu.htm,,,...,—
GRETIL,Baudhayana-Dharmasutra,,,,162.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/sutra/baudhd_u.htm,,,...,—
GRETIL,Bhikṣuṇī-Karmavācanā,,,,51.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bhikavau.htm,,,...,—
GRETIL,Bhikṣuṇīvinaya,,,,456.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bhivin_u.htm,,,...,—
GRETIL,Brahma-Saṃhitā: Adhyāya 5,,,,88.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/brhms5cu.htm,,,...,—
GRETIL,Bṛhaspatismṛti,,,,187.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/brhasp_u.htm,,,...,—
GRETIL,Bṛhaspatismṛti: Vyavahārakāṇḍa,,,,170,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/brhasppu.htm,,,...,—
GRETIL,Devīkālottara-Āgama,,,,10.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/devikapu.htm,,,...,—
GRETIL,Dramatic Fragments (buddhist),,,,44.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/dramfrag_pu.htm,,,...,—
GRETIL,Fragments of Prajnāpāramitā texts,,,,139.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ppfrag_u.htm,,,...,—
GRETIL,Kośāmbakavastu,,,,32,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv09_u.htm,,,...,—
GRETIL,Pāṇḍulohitakavastu,,,,91.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv11_u.htm,,,...,—
GRETIL,Pārivāsikavastu,,,,16.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv13_u.htm,,,...,—
GRETIL,Rasārṇava: Paṭalas 1-12,,,,178.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/rasarnpu.htm,,,41946,—
GRETIL,Revākhaṇḍa of the Vāyupurāṇa,,,,1057.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vprevk_u.htm,,,109643,—
GRETIL,Sabhikasaugataśāsanapravrajyāvratacaraṇaparivarta,,,,29.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sabhivpu.htm,,,...,—
GRETIL,Samyaksambuddhabhāṣita pratimālakṣaṇa,,,,7.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu059_u.htm,,,...,—
GRETIL,Saṅghabhedavastu 1,,,,452.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv171u.htm,,,...,—
GRETIL,Saṅghabhedavastu 2,,,,601.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv172u.htm,,,...,—
GRETIL,Stūpalakṣaṇakārikāvivecana,,,,16.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/stuplaku.htm,,,...,—
GRETIL,The Khila Verses of the Ṛgveda,,,,110.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvkhilau.htm,,,...,—
GRETIL,Timirodghāṭana,,,,46,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/timudghu.htm,,,...,—
GRETIL,Vasudhārādhāraṇī 1,Vasudhārādhāraṇīsūtra,,,33.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vadhdhdu.htm,,,113645,—
GRETIL,Vasudhārādhāraṇī 2,"Sucandragṛhapatiparipṛcchā, Sucandrāvadāna",,,7.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vadhdhgu.htm,,,113645,—
GRETIL,Vasudhārādhāraṇī 3,Vasudhārādhāraṇīsūtra,,,15.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vadhdhju.htm,,,113645,—
GRETIL,Vinayaviniścaya upāliparipṛcchā,Vinayaviniścaya upāliparipṛcchā sūtra,,,9.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu040_u.htm,,,88206,—
GRETIL,Siddhitraya: Part 1: Ātmasiddhi,,Yāmuna,"Yāmunācārya, Yāmunācāryasvāmī",379.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/yaatsi_u.htm,,,89146,85349
GRETIL,Siddhitraya: Part 2: Īśvarasiddhi,,Yāmuna,"Yāmunācārya, Yāmunācāryasvāmī",70.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/yaissi_u.htm,,,89146,85349
GRETIL,Siddhitraya: Part 3: Saṃvitsiddhi,,Yāmuna,"Yāmunācārya, Yāmunācāryasvāmī",122.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/yasasi_u.htm,,,89146,85349
DCS,Bhāvaprakāśa,,Bhāvamiśra,,147.2,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=165,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Bhāvaprakāśa,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Bhāvaprakāśa.txt,41312,40352
DCS,Kumārasaṃbhava,,Kālidāsa,,107.3,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=390,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Kumārasaṃbhava,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Kumārasaṃbhava.txt,41324,40377
DCS,Meghadūta,,Kālidāsa,,34.8,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=250,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Meghadūta,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Meghadūta.txt,108721,40377
DCS,Śatakatraya,,Bhartṛhari,,77.1,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=445,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Śatakatraya,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Śatakatraya.txt,42036,40446
DCS,Rājanighaṇṭu,,Narahari,,617.2,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=12,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Rājanighaṇṭu,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Rājanighaṇṭu.txt,41414,40475
DCS,Abhinavacintāmaṇi,,Cakrapāṇidāsa,,27.3,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=398,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Abhinavacintāmaṇi,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Abhinavacintāmaṇi.txt,41434,40492
DCS,Aṣṭādhyāyī,,Pāṇini,,225.2,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=413,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Aṣṭādhyāyī,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Aṣṭādhyāyī.txt,41541,40604
DCS,Caurapañcaśikā,,Bilhaṇa,,10.4,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=437,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Caurapañcaśikā,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Caurapañcaśikā.txt,...,40617
DCS,Trikāṇḍaśeṣa,,Puruṣottadeva,,12,http://www.sanskrit-linguistics.org/dcs/index.php?contents=texte&IDTextDisplay=396,https://github.com/OliverHellwig/sanskrit/tree/master/dcs/data/conllu/files/Trikāṇḍaśeṣa,https://github.com/tylergneill/dcs_extract/tree/main/extracted/Trikāṇḍaśeṣa.txt,41560,40621
