Collection,Text Name,Alternative Text Names,Author Name,Alternative Author Names,File Size (kb),Link 1 (main),Link 2 (underlying),Link 3 (extract),Work ID,Author ID
GRETIL,Kāvyaprakaśa,,Maṃmaṭa,Mammaṭa,267.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/mamkavpu.htm,,,41242,40258
GRETIL,Kāvyaprakaśa,,Maṃmaṭa,Mammaṭa,233.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/mamkpb_u.htm,,,41242,40258
GRETIL,Kāvyaprakaśa,,Maṃmaṭa,Mammaṭa,17.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/mamkprku.htm,,,41242,40258
GRETIL,Bhāvaprakāśa,,Bhāvamiśra,,53.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/bhavpr_u.htm,,,41312,40352
GRETIL,Kumārasambhava,,Kālidāsa,,91.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kakumspu.htm,,,41324,40377
GRETIL,Vāsavadattā,,Subandhu,,78.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/suvasavu.htm,,,41327,108801
GRETIL,Vīramitrodaya: Samayaprakāśa,,Mitramiśra,,566.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/mvir_sau.htm,,,41387,40658
GRETIL,Rājanighaṇṭu,"Nighaṇṭurāja, Abhidhānacūḍāmaṇi",Narahari,Nṛsiṃha,505.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/rajnighu.htm,,,41414,40475
GRETIL,Carakasaṃhitā,,Caraka,,381.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/caraka_u.htm,,,41458,44727
GRETIL,Aṣṭāṅgahṛdayasaṃhitā,Aṣṭāṅgahṛdayasūtra,Vāgbhaṭa,,1170.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/vagaah_u.htm,,,41478,44699
GRETIL,Raghuvaṃśa,,Kālidāsa,,246.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kragh_pu.htm,,,41500,40377
GRETIL,Raghuvaṃśa,,Kālidāsa,,74.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ragh1-6u.htm,,,41500,40377
GRETIL,Amarakośa,Nāmaliṅgānuśāsana,Amarasiṃha,,39.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/2_lex/amark1pu.htm,,,41506,109572
GRETIL,Amarakośa,Nāmaliṅgānuśāsana,Amarasiṃha,,98.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/2_lex/amark2_u.htm,,,41506,109572
GRETIL,Amarakośa,Nāmaliṅgānuśāsana,Amarasiṃha,,68.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/2_lex/amark3_u.htm,,,41506,109572
GRETIL,Aṣṭādhyāyī,,Pāṇini,,152.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/1_gram/panini_u.htm,,,41541,40604
GRETIL,Aṣṭādhyāyī,,Pāṇini,,169,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/1_gram/paninipu.htm,,,41541,40604
GRETIL,Mahābhāṣya,Vyākaraṇamahābhāṣya,Patañjali,,2628.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/1_gram/pmbhasuu.htm,,,41543,40606
GRETIL,Kāśikāvṛtti,,"Jayāditya, Vāmana",,2046.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/1_gram/jvkasipu.htm,,,41544,"40608, 40607"
GRETIL,Paribhāṣenduśekhara,,Nāgeśa,"Nāgojibhaṭṭa, Nāgeśabhaṭṭa",148.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/1_gram/paribhsu.htm,,,41663,40667
GRETIL,Rasagaṅgādhara,,Jagannātha Paṇḍitarāja,,147.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/jgrasg1u.htm,,,41668,40709
GRETIL,Rasaratnasamuccaya,,Vāgbhaṭa,,162.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/vrasrs_u.htm,,,41893,40839
GRETIL,Rasaratnasamuccaya,,Vāgbhaṭa,,472.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/vrasrscu.htm,,,41893,40839
GRETIL,Rasendracintāmaṇi,,Rāmacandra Guha,"Rāmacandra, Ḍhuṇḍhukanātha(?)",129.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/dhrasciu.htm,,,41899,40841
GRETIL,Rasahṛdayatantra,,Govindabhagavatpāda,,378.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/grasht_u.htm,,,41906,113311
GRETIL,Bhāratamañjarī: 7. Droṇaparvan,Mahābhāratamañjarī,Kṣemendra,,102.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm07u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 10. Gadāparvan,Mahābhāratamañjarī,Kṣemendra,,14.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm10u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 11. Sauptikaparvan,Mahābhāratamañjarī,Kṣemendra,,13.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm11u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 12. Strīparvan,Mahābhāratamañjarī,Kṣemendra,,11.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm12u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 13. Śāntiparvan,Mahābhāratamañjarī,Kṣemendra,,239.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm13u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 14. Āśvamedhikaparvan,Mahābhāratamañjarī,Kṣemendra,,27.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm14u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 15. Āśramavāsikaparvan,Mahābhāratamañjarī,Kṣemendra,,8.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm15u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 16. Mausalaparvan,Mahābhāratamañjarī,Kṣemendra,,9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm16u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 17. Mahāprasthānikaparvan,Mahābhāratamañjarī,Kṣemendra,,4.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm17u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 18. Svargaparvan,Mahābhāratamañjarī,Kṣemendra,,4.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm18u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 19. Harivaṃśa,Mahābhāratamañjarī,Kṣemendra,,213,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm19u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 6. Bhīṣmaparvan,Mahābhāratamañjarī,Kṣemendra,,64.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm06u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 8. Karṇaparvan,Mahābhāratamañjarī,Kṣemendra,,28,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm08u.htm,,,41914,85469
GRETIL,Bhāratamañjarī: 9. Śalyaparvan,Mahābhāratamañjarī,Kṣemendra,,9.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm09u.htm,,,41914,85469
GRETIL,Skanda-Purāṇa: Revākhaṇḍa,,,,868.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/skprevku.htm,,,41990,—
GRETIL,Skandapurāṇa,,,,223.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/skp031pu.htm,,,41990,—
GRETIL,Rasaratnākara,,Nityanātha Siddha,Nityanāthasiddha,525.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/nitrrk_u.htm,,,42030,40863
GRETIL,Śatakatraya,,Bhartṛhari,,74.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/5_subhas/bharst_u.htm,,,42036,40446
GRETIL,Nārāyaṇīya,,,,209.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/naray__u.htm,,,42120,40901
GRETIL,Laghusiddhāntakaumudī,Laghukaumudī,Varadarāja,,228.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/1_gram/varlghku.htm,,,42161,40877
GRETIL,Bhagavadgītā 10,,,,92,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c10u.htm,,,42214,—
GRETIL,Bhagavadgītā 11,,,,108,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c11u.htm,,,42214,—
GRETIL,Bhagavadgītā 12,,,,57.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c12u.htm,,,42214,—
GRETIL,Bhagavadgītā 13,,,,113.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c13u.htm,,,42214,—
GRETIL,Bhagavadgītā 14,,,,67.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c14u.htm,,,42214,—
GRETIL,Bhagavadgītā 15,,,,70.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c15u.htm,,,42214,—
GRETIL,Bhagavadgītā 16,,,,63.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c16u.htm,,,42214,—
GRETIL,Bhagavadgītā 17,,,,64,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c17u.htm,,,42214,—
GRETIL,Bhagavadgītā 18,,,,131.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c18u.htm,,,42214,—
GRETIL,Bhagavadgītā 1,,,,53.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c01u.htm,,,42214,—
GRETIL,Bhagavadgītā 2,,,,252.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c02u.htm,,,42214,—
GRETIL,Bhagavadgītā 3,,,,141.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c03u.htm,,,42214,—
GRETIL,Bhagavadgītā 4,,,,125.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c04u.htm,,,42214,—
GRETIL,Bhagavadgītā 5,,,,97.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c05u.htm,,,42214,—
GRETIL,Bhagavadgītā 6,,,,183,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c06u.htm,,,42214,—
GRETIL,Bhagavadgītā 7,,,,106,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c07u.htm,,,42214,—
GRETIL,Bhagavadgītā 8,,,,83,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c08u.htm,,,42214,—
GRETIL,Bhagavadgītā 9,,,,117.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhg4c09u.htm,,,42214,—
GRETIL,Bhagavadgītā,,,,98.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/2_epic/mbh/ext/bhgce__u.htm,,,42214,—
GRETIL,"Bhāgavata-Purāṇa 10, 29–33",,,,73.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhpc101u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 10,,,,639.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_10u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 11,,,,213.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_11u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 12,,,,88.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_12u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 1,,,,125,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_01u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 2,,,,64.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_02u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 3,,,,228.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_03u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 4,,,,230.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_04u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 5,,,,146.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_05u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 6,,,,131.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_06u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 7,,,,118.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_07u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 8,,,,144.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_08u.htm,,,42357,—
GRETIL,Bhāgavata-Purāṇa 9,,,,141.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/bhagp/bhp_09u.htm,,,42357,—
GRETIL,Rasamañjarī,,Śālinātha,,122.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/salrasmu.htm,,,42361,40973
GRETIL,Śatapatha-Brāhmaṇa 10,,,,103.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_10_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 11,,,,110.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_11_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 13,,,,107.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_13_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 14,,,,188.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_14_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 1,,,,199.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_01_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 2,,,,138.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_02_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 3,,,,208,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_03_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 4,,,,163.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_04_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 5,,,,0,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_05_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 6,,,,144.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_06_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 7,,,,112.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_07_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 8,,,,128.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_08_u.htm,,,42380,—
GRETIL,Śatapatha-Brāhmaṇa 9,,,,107.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_09_u.htm,,,42380,—
GRETIL,Rasasaṃketakalikā,Rasasaṅketakalikā,Cāmuṇḍa,"Kāyastha, Kāyasthacāmuṇḍa, Caṇḍa",43.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/rassanku.htm,,,42401,40946
GRETIL,Gautama-Dharmasūtra,,,,85.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/sutra/gautdh_u.htm,,,42524,—
GRETIL,Gautama-Dharmasūtra,,,,105,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/sutra/gautdhcu.htm,,,42524,—
GRETIL,Śvetāśvatara-Upaniṣad,,,,18.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/svetu_pu.htm,,,44744,—
GRETIL,Śvetāśvatara-Upaniṣad,,,,19.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/svetugpu.htm,,,44744,—
GRETIL,Bhagavadāśayānusaraṇabhāsya,,Bhāskara,,339.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bhbhg_cu.htm,,,88750,85232
GRETIL,Dharmaskandha,,,,110.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhrmsk_u.htm,,,88015,—
GRETIL,Mīmāṃsāsūtra,,Jaimini,,163.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/jaimsutu.htm,,,88036,85087
GRETIL,Mīmāṃsāsūtra,,Jaimini,,1328.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/msbh1-7u.htm,,,88036,85087
GRETIL,"Brahmasūtra: Adhyāya 1, Pāda 1",,Bādarāyaṇa,,343.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip11u.htm,,,88037,85088
GRETIL,"Brahmasūtra: Adhyāya 1, Pāda 2",,Bādarāyaṇa,,167.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip12u.htm,,,88037,85088
GRETIL,"Brahmasūtra: Adhyāya 1, Pāda 3",,Bādarāyaṇa,,250.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bbdip13u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,,448.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor1u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,,384.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh1u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,,826.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo1u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 1,,Bādarāyaṇa,,554,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh1u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,,312.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor2u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,,314.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh2u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,,617.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo2u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 2,,Bādarāyaṇa,,283.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh2u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,,254.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor3u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,,284.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh3u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,,530.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo3u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 3,,Bādarāyaṇa,,275.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh3u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,,78.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsgor4u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,,115.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssbh4u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,,190.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brssgo4u.htm,,,88037,85088
GRETIL,Brahmasūtra: Adhyāya 4,,Bādarāyaṇa,,97.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brsvbh4u.htm,,,88037,85088
GRETIL,Brahmasūtra,,Bādarāyaṇa,,27.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brahms2u.htm,,,88037,85088
GRETIL,Brahmasūtra,,Bādarāyaṇa,,26.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/brahmsuu.htm,,,88037,85088
GRETIL,Aṣṭasāhasrikā Prajñāpāramitā,Aṣṭasāhasrikāprajñāpāramitāsūtra,,,831.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu049_u.htm,,,88042,—
GRETIL,Vaiśeṣikasūtra,,Kaṇāda,,21.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vaisesik/vaisessu.htm,,,88043,85092
GRETIL,Vaiśeṣikasūtra,,Kaṇāda,,22.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vaisesik/vaissu1u.htm,,,88043,85092
GRETIL,Kāśyapaparivartasūtra,Kāśyapaparivarta,,,90.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu020_u.htm,,,88055,—
GRETIL,Kāśyapaparivartasūtra,Kāśyapaparivarta,,,103.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/kasyparu.htm,,,88055,—
GRETIL,Ratnaguṇasaṃcayagāthā,,,,61.5,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu028pu.htm,,,88072,—
GRETIL,Gaṇḍavyūhasūtra,Gaṇḍavyūha,,,1202.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu016_u.htm,,,88074,—
GRETIL,Mūlamadhyamakakārikā,Madhyamakaśāstra,Nāgārjuna,,56.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagmmk_u.htm,,,88078,85097
GRETIL,Mahāyānaviṃśikā,Mahāyānaviṃśati,Nāgārjuna,,3.4,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagmyv_u.htm,,,88079,85097
GRETIL,Pratītyasamutpādahṛdayakārikā,,Nāgārjuna,,1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa012_u.htm,,,88080,85097
GRETIL,Ratnāvalī,Ratnamālā,Nāgārjuna,,28,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa025_u.htm,,,88081,85097
GRETIL,Ratnāvalī 1,Ratnamālā,Nāgārjuna,,9.8,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_1_u.htm,,,88081,85097
GRETIL,Ratnāvalī 2,Ratnamālā,Nāgārjuna,,5.9,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_2_u.htm,,,88081,85097
GRETIL,Ratnāvalī 4,Ratnamālā,Nāgārjuna,,13.1,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_4_u.htm,,,88081,85097
GRETIL,Suhṛllekha,,Nāgārjuna,,18,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa015_u.htm,,,88082,85097
GRETIL,Śūnyatāsaptati,,Nāgārjuna,,8.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa016_u.htm,,,88083,85097
GRETIL,Vigrahavyāvartanī,,Nāgārjuna,,9.2,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa021_u.htm,,,88087,85097
GRETIL,Vigrahavyāvartanī,,Nāgārjuna,,49.7,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagvigvu.htm,,,88087,85097
GRETIL,Vigrahavyāvartanīkārikā,,Nāgārjuna,,9.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagvvy_u.htm,,,88087,85097
GRETIL,Yuktiṣaṣṭikakārikā,,Nāgārjuna,,1.6,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagysk_u.htm,,,88089,85097
GRETIL,Yuktiṣaṣṭikārikā,,Nāgārjuna,,7.3,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagyuksu.htm,,,88089,85097
